State,Country,Date,Time,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Lat,Long
West Bengal,India,2020-10-13,04:24:02,298389,5682,262103,30604,299.5593694697372,1.9042256919658567,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-14,04:24:05,4036,55,3782,199,967.7821578952417,1.362735381565907,11.225999,92.968178
Andhra Pradesh,India,2020-10-14,04:24:05,763573,6291,714427,42855,1416.5583231467451,0.823889791807725,15.9129,79.74
Arunachal Pradesh,India,2020-10-14,04:24:05,12561,28,9573,2960,799.8303679563542,0.2229121885200223,27.768456,96.384277
Assam,India,2020-10-14,04:24:05,196786,830,167059,28897,552.6603883013131,0.421777972010204,26.357149,92.830441
Bihar,India,2020-10-14,04:24:05,198855,961,187059,10835,159.33903678756988,0.4832667018681954,25.679658,85.60484
Chandigarh,India,2020-10-14,04:24:05,13331,197,12007,1127,1150.7389468723052,1.4777586077563574,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-14,04:24:05,147866,1306,119352,27208,502.3265376603411,0.8832321155640918,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-14,04:24:05,3168,2,3081,85,514.5162442912733,0.06313131313131314,20.194742,73.080901
Delhi,India,2020-10-14,04:24:05,314224,5854,286880,21490,1679.3613911703549,1.8630021895208513,28.646519,77.10898
Goa,India,2020-10-14,04:24:05,39082,514,34252,4316,2463.7982663514576,1.31518346041656,15.359682,74.057396
Gujarat,India,2020-10-14,04:24:05,153761,3584,134990,15187,240.73152473887825,2.33089014769675,22.694884,71.590923
Haryana,India,2020-10-14,04:24:05,144302,1601,132382,10319,511.6240943173568,1.1094787321035051,29.20004,76.332824
Himachal Pradesh,India,2020-10-14,04:24:05,17762,254,15001,2507,238.3535595692674,1.4300191419885149,31.927213,77.233081
Jammu and Kashmir,India,2020-10-14,04:24:05,84708,1340,73502,9866,622.5636321944509,1.581904896822024,33.75943,76.612638
Jharkhand,India,2020-10-14,04:24:05,93736,805,85314,7617,242.8774584035818,0.8587949133737305,23.654536,85.557631
Karnataka,India,2020-10-14,04:24:05,726106,10123,602505,113478,1074.714525115239,1.394149063635337,14.70518,76.166436
Kerala,India,2020-10-14,04:24:05,303896,1046,207357,95493,851.2625813237478,0.3441966988706663,10.450898,76.405749
Ladakh,India,2020-10-14,04:24:05,5238,64,4205,969,1909.664623809194,1.221840397098129,34.1526,77.5771
Lakshadweep,India,2020-10-14,04:24:05,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-14,04:24:05,149761,2671,132429,14661,175.44847222550086,1.7835083900347888,23.541513,78.289633
Maharashtra,India,2020-10-14,04:24:05,1543837,40701,1297252,205884,1253.6820342761837,2.6363534492307155,19.449759,76.108221
Manipur,India,2020-10-14,04:24:05,13793,97,10829,2867,446.15232836656105,0.7032552744145582,24.738975,93.882541
Meghalaya,India,2020-10-14,04:24:05,7838,65,5406,2367,232.8088846381185,0.8292931870375095,25.536934,91.278882
Mizoram,India,2020-10-14,04:24:05,2212,0,2093,119,178.4959217071053,0.0,23.309381,92.83822
Nagaland,India,2020-10-14,04:24:05,7363,19,5831,1513,327.2888102609465,0.2580469917153334,26.06702,94.470302
Odisha,India,2020-10-14,04:24:05,256937,1057,232988,22892,554.2651409837542,0.4113848920163308,20.505428,84.418059
Puducherry,India,2020-10-14,04:24:05,32004,567,26865,4572,2264.0996871688285,1.7716535433070866,11.882658,78.86498
Punjab,India,2020-10-14,04:24:05,125211,3894,113105,8212,415.4123967743606,3.109950403718523,30.841465000000003,75.40879
Rajasthan,India,2020-10-14,04:24:05,163219,1679,139616,21924,201.42365015185416,1.028679259154878,26.583423,73.847973
Sikkim,India,2020-10-14,04:24:05,3417,59,3014,344,495.0373125138536,1.726660813579163,27.571671,88.472712
Tamil Nadu,India,2020-10-14,04:24:05,665930,10371,612320,43239,855.4973803291255,1.5573708948387968,11.006091,78.400624
Telangana,India,2020-10-14,04:24:05,216238,1241,191269,23728,549.3470321114906,0.5739046791035803,18.1124,79.0193
Tripura,India,2020-10-14,04:24:05,28859,318,25041,3500,692.0965400209219,1.1019092830659414,23.746783,91.743565
Uttar Pradesh,India,2020-10-14,04:24:05,442118,6466,397570,38082,185.85544620779,1.4625054849610286,26.925425,80.560982
Uttarakhand,India,2020-10-14,04:24:05,55641,782,48283,6576,494.5489490668178,1.405438435685915,30.156447,79.197608
West Bengal,India,2020-10-14,04:24:05,302020,5744,265288,30988,303.20461132029004,1.9018608039202702,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-15,04:24:28,4046,55,3796,195,970.1800324192636,1.3593672763222937,11.225999,92.968178
Andhra Pradesh,India,2020-10-15,04:24:28,767465,6319,719477,41669,1423.7786478487542,0.8233600229326419,15.9129,79.74
Arunachal Pradesh,India,2020-10-15,04:24:28,12768,29,9694,3045,813.0112362126208,0.22713032581453635,27.768456,96.384277
Assam,India,2020-10-15,04:24:28,198213,834,168072,29307,556.668022859188,0.4207594860074768,26.357149,92.830441
Bihar,India,2020-10-15,04:24:28,200103,967,188380,10756,160.33903738051896,0.4832511256702798,25.679658,85.60484
Chandigarh,India,2020-10-15,04:24:28,13403,199,12119,1085,1156.9540248240571,1.4847422218906214,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-15,04:24:28,150696,1339,121548,27809,511.9405402138609,0.888543823326432,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-15,04:24:28,3171,2,3090,79,515.0034755832158,0.0630715862503942,20.194742,73.080901
Delhi,India,2020-10-15,04:24:28,317548,5898,289747,21903,1697.1264163251817,1.8573569979971531,28.646519,77.10898
Goa,India,2020-10-15,04:24:28,39438,519,34731,4188,2486.241134751773,1.3159896546478016,15.359682,74.057396
Gujarat,India,2020-10-15,04:24:28,154936,3595,136404,14937,242.57112998057264,2.3203129033923684,22.694884,71.590923
Haryana,India,2020-10-15,04:24:28,145507,1614,133706,10187,515.896433118291,1.1092249857395178,29.20004,76.332824
Himachal Pradesh,India,2020-10-15,04:24:28,18008,255,15233,2520,241.65470671790155,1.416037316748112,31.927213,77.233081
Jammu and Kashmir,India,2020-10-15,04:24:28,85409,1352,74318,9739,627.7156497862758,1.582971349623576,33.75943,76.612638
Jharkhand,India,2020-10-15,04:24:28,94369,811,86367,7191,244.51761193231644,0.8593923852112452,23.654536,85.557631
Karnataka,India,2020-10-15,04:24:28,735371,10198,611167,114006,1088.427715854873,1.3867829979697324,14.70518,76.166436
Kerala,India,2020-10-15,04:24:28,310140,1066,215149,93925,868.7530502926894,0.3437157412781325,10.450898,76.405749
Ladakh,India,2020-10-15,04:24:28,5304,64,4261,979,1933.726835563949,1.2066365007541477,34.1526,77.5771
Lakshadweep,India,2020-10-15,04:24:28,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-15,04:24:28,155276,2686,138158,14432,181.9094221679,1.7298230248074395,23.541513,78.289633
Maharashtra,India,2020-10-15,04:24:28,1554389,40859,1316769,196761,1262.2508487466764,2.6286212781999874,19.449759,76.108221
Manipur,India,2020-10-15,04:24:28,14094,103,10915,3076,455.8885605740819,0.7308074357882787,24.738975,93.882541
Meghalaya,India,2020-10-15,04:24:28,7991,70,5582,2339,237.35338060005168,0.8759854836691278,25.536934,91.278882
Mizoram,India,2020-10-15,04:24:28,2220,0,2108,112,179.1414765776554,0.0,23.309381,92.83822
Nagaland,India,2020-10-15,04:24:28,7416,22,5916,1478,329.644685168434,0.296655879180151,26.06702,94.470302
Odisha,India,2020-10-15,04:24:28,259541,1062,235763,22716,559.8824963164689,0.40918390543305294,20.505428,84.418059
Puducherry,India,2020-10-15,04:24:28,32245,568,27152,4525,2281.1490567666187,1.7615134129322376,11.882658,78.86498
Punjab,India,2020-10-15,04:24:28,125760,3925,114075,7760,417.233813469612,3.12102417302799,30.841465000000003,75.40879
Rajasthan,India,2020-10-15,04:24:28,165240,1694,141835,21711,203.91770535962343,1.0251755022996853,26.583423,73.847973
Sikkim,India,2020-10-15,04:24:28,3459,59,3075,325,501.1220556000643,1.7056952876553917,27.571671,88.472712
Tamil Nadu,India,2020-10-15,04:24:28,670392,10423,617403,42566,861.229558352384,1.5547619899998806,11.006091,78.400624
Telangana,India,2020-10-15,04:24:28,217670,1249,193218,23203,552.9849909808089,0.5738043827812744,18.1124,79.0193
Tripura,India,2020-10-15,04:24:28,29031,319,25394,3318,696.2214440329666,1.0988253935448313,23.746783,91.743565
Uttar Pradesh,India,2020-10-15,04:24:28,444711,6507,401306,36898,186.94547912211783,1.4631974473309632,26.925425,80.560982
Uttarakhand,India,2020-10-15,04:24:28,56070,796,49129,6145,498.3619915921079,1.419654003923667,30.156447,79.197608
West Bengal,India,2020-10-15,04:24:28,305697,5808,268384,31505,306.89603359638005,1.8999205095241367,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-16,04:24:01,4062,55,3817,190,974.0166316576988,1.3540128015755786,11.225999,92.968178
Andhra Pradesh,India,2020-10-16,04:24:01,771503,6357,725099,40047,1431.269827485628,0.8239760571248589,15.9129,79.74
Arunachal Pradesh,India,2020-10-16,04:24:01,12971,30,9889,3052,825.9374017006504,0.23128517462030684,27.768456,96.384277
Assam,India,2020-10-16,04:24:01,198982,843,169335,28804,558.8277081955621,0.4236564111326653,26.357149,92.830441
Bihar,India,2020-10-16,04:24:01,201196,972,189186,11038,161.2148391818758,0.48311099624247,25.679658,85.60484
Chandigarh,India,2020-10-16,04:24:01,13477,201,12232,1044,1163.3417438300246,1.4914298434369666,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-16,04:24:01,153515,1385,123943,28187,521.5171738528618,0.9021919682115754,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-16,04:24:01,3172,2,3099,71,515.1658860138633,0.06305170239596469,20.194742,73.080901
Delhi,India,2020-10-16,04:24:01,321031,5924,292502,22605,1715.7412125388582,1.845304659051618,28.646519,77.10898
Goa,India,2020-10-16,04:24:01,39770,525,35161,4084,2507.171000788022,1.3200905204928337,15.359682,74.057396
Gujarat,India,2020-10-16,04:24:01,156121,3606,137733,14782,244.42639143709007,2.3097469270629833,22.694884,71.590923
Haryana,India,2020-10-16,04:24:01,146706,1623,134719,10364,520.1474988629551,1.1062942210952518,29.20004,76.332824
Himachal Pradesh,India,2020-10-16,04:24:01,18303,260,15389,2654,245.6133994367921,1.4205321531989292,31.927213,77.233081
Jammu and Kashmir,India,2020-10-16,04:24:01,86057,1358,75641,9058,632.4781425102452,1.578023867901507,33.75943,76.612638
Jharkhand,India,2020-10-16,04:24:01,94952,820,87240,6892,246.0282114698398,0.863594237088213,23.654536,85.557631
Karnataka,India,2020-10-16,04:24:01,743848,10283,620008,113557,1100.974582330845,1.3824060829631861,14.70518,76.166436
Kerala,India,2020-10-16,04:24:01,317929,1089,222231,94609,890.5713178774246,0.34252930685782046,10.450898,76.405749
Ladakh,India,2020-10-16,04:24:01,5393,65,4310,1018,1966.1743635362704,1.2052660856666049,34.1526,77.5771
Lakshadweep,India,2020-10-16,04:24:01,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-16,04:24:01,156584,2710,139717,14157,183.44177439358597,1.730700454708016,23.541513,78.289633
Maharashtra,India,2020-10-16,04:24:01,1564615,41196,1330483,192936,1270.5549329748096,2.632979998274336,19.449759,76.108221
Manipur,India,2020-10-16,04:24:01,14378,104,11081,3193,465.0749059127394,0.7233273056057866,24.738975,93.882541
Meghalaya,India,2020-10-16,04:24:01,8164,73,5646,2445,242.49192832171468,0.8941695247427731,25.536934,91.278882
Mizoram,India,2020-10-16,04:24:01,2229,0,2121,108,179.86772580702427,0.0,23.309381,92.83822
Nagaland,India,2020-10-16,04:24:01,7492,22,6017,1453,333.0229208848311,0.2936465563267485,26.06702,94.470302
Odisha,India,2020-10-16,04:24:01,262011,1089,238535,22387,565.2107865130146,0.4156314047883486,20.505428,84.418059
Puducherry,India,2020-10-16,04:24:01,32486,570,27365,4551,2298.198426364409,1.7546019823924153,11.882658,78.86498
Punjab,India,2020-10-16,04:24:01,126230,3954,115186,7090,418.7931319518855,3.1323774063217935,30.841465000000003,75.40879
Rajasthan,India,2020-10-16,04:24:01,167279,1708,143984,21587,206.4339738250572,1.0210486671967192,26.583423,73.847973
Sikkim,India,2020-10-16,04:24:01,3500,59,3129,312,507.061923850889,1.6857142857142857,27.571671,88.472712
Tamil Nadu,India,2020-10-16,04:24:01,674802,10472,622458,41872,866.89493376309,1.5518626204427373,11.006091,78.400624
Telangana,India,2020-10-16,04:24:01,219224,1256,194653,23315,556.9328876867592,0.5729299711710397,18.1124,79.0193
Tripura,India,2020-10-16,04:24:01,29193,323,25765,3105,700.1065280443111,1.1064296235398896,23.746783,91.743565
Uttar Pradesh,India,2020-10-16,04:24:01,447383,6543,404545,36295,188.0687216778772,1.4625052807102639,26.925425,80.560982
Uttarakhand,India,2020-10-16,04:24:01,56493,814,49997,5682,502.12170485131,1.4408864815109836,30.156447,79.197608
West Bengal,India,2020-10-16,04:24:01,309417,5870,271563,31984,310.63062453112434,1.8971161894789232,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-17,04:24:12,4072,56,3831,185,976.4145061817204,1.37524557956778,11.225999,92.968178
Andhra Pradesh,India,2020-10-17,04:24:12,775470,6382,730109,38979,1438.629289996643,0.8229847705262615,15.9129,79.74
Arunachal Pradesh,India,2020-10-17,04:24:12,13169,30,10071,3068,838.5451887283837,0.22780773027564735,27.768456,96.384277
Assam,India,2020-10-17,04:24:12,199749,853,170265,28631,560.9817766650016,0.4270359300922658,26.357149,92.830441
Bihar,India,2020-10-17,04:24:12,202290,981,190425,10884,162.09144226575904,0.4849473528103218,25.679658,85.60484
Chandigarh,India,2020-10-17,04:24:12,13532,206,12352,974,1168.0893728209462,1.5223174697014483,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-17,04:24:12,155987,1425,126869,27693,529.9149880974911,0.9135376666004218,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-17,04:24:12,3177,2,3109,66,515.9779381671009,0.06295247088448222,20.194742,73.080901
Delhi,India,2020-10-17,04:24:12,324459,5946,295699,22814,1734.0620627887818,1.8325890174105204,28.646519,77.10898
Goa,India,2020-10-17,04:24:12,40091,531,35610,3950,2527.4074074074074,1.3244867925469557,15.359682,74.057396
Gujarat,India,2020-10-17,04:24:12,157312,3617,139012,14683,246.29104662250123,2.2992524410089503,22.694884,71.590923
Haryana,India,2020-10-17,04:24:12,147933,1634,135858,10441,524.4978388702135,1.1045540886752787,29.20004,76.332824
Himachal Pradesh,India,2020-10-17,04:24:12,18522,262,15618,2642,248.5522255569176,1.414534067595292,31.927213,77.233081
Jammu and Kashmir,India,2020-10-17,04:24:12,86754,1366,76479,8909,637.6007619988359,1.5745671669317842,33.75943,76.612638
Jharkhand,India,2020-10-17,04:24:12,95425,824,88058,6543,247.25379222669835,0.8635053707099817,23.654536,85.557631
Karnataka,India,2020-10-17,04:24:12,751390,10356,628588,112446,1112.137548823917,1.3782456513927521,14.70518,76.166436
Kerala,India,2020-10-17,04:24:12,325212,1113,228998,95101,910.9721964009354,0.34223829378989706,10.450898,76.405749
Ladakh,India,2020-10-17,04:24:12,5441,65,4461,915,1983.6741539033649,1.1946333394596582,34.1526,77.5771
Lakshadweep,India,2020-10-17,04:24:12,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-17,04:24:12,157936,2735,141273,13928,185.0256736360381,1.7317141120453854,23.541513,78.289633
Maharashtra,India,2020-10-17,04:24:12,1576062,41502,1344368,190192,1279.8505375278546,2.6332720413283233,19.449759,76.108221
Manipur,India,2020-10-17,04:24:12,14715,109,11245,3361,475.9756044307943,0.7407407407407407,24.738975,93.882541
Meghalaya,India,2020-10-17,04:24:12,8303,75,5735,2493,246.62058805183696,0.9032879682042635,25.536934,91.278882
Mizoram,India,2020-10-17,04:24:12,2245,0,2133,112,181.1588355481245,0.0,23.309381,92.83822
Nagaland,India,2020-10-17,04:24:12,7604,22,6111,1471,338.0013735195215,0.289321409784324,26.06702,94.470302
Odisha,India,2020-10-17,04:24:12,264149,1104,241385,21660,569.8228854766643,0.41794593203078567,20.505428,84.418059
Puducherry,India,2020-10-17,04:24:12,32766,571,27671,4524,2318.00682257761,1.7426600744674356,11.882658,78.86498
Punjab,India,2020-10-17,04:24:12,126737,3980,116165,6592,420.4752052934018,3.140361536094432,30.841465000000003,75.40879
Rajasthan,India,2020-10-17,04:24:12,169289,1723,146185,21381,208.91445426425375,1.0177861526738299,26.583423,73.847973
Sikkim,India,2020-10-17,04:24:12,3531,59,3177,295,511.553043747854,1.6709147550269046,27.571671,88.472712
Tamil Nadu,India,2020-10-17,04:24:12,679191,10529,627703,40959,872.5333311956497,1.5502266667255602,11.006091,78.400624
Telangana,India,2020-10-17,04:24:12,220675,1265,196636,22774,560.6191155634218,0.5732411917978928,18.1124,79.0193
Tripura,India,2020-10-17,04:24:12,29327,326,26035,2966,703.3201160536947,1.111603641695366,23.746783,91.743565
Uttar Pradesh,India,2020-10-17,04:24:12,449935,6589,408083,35263,189.1415192086773,1.4644337515418895,26.925425,80.560982
Uttarakhand,India,2020-10-17,04:24:12,57042,829,50521,5692,507.00133269835953,1.453315101153536,30.156447,79.197608
West Bengal,India,2020-10-17,04:24:12,313188,5931,274757,32500,314.41641550287727,1.8937507184183302,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-18,04:24:25,4083,56,3848,179,979.0521681581446,1.3715405339211364,11.225999,92.968178
Andhra Pradesh,India,2020-10-18,04:24:25,779146,6406,735638,37102,1445.448897808715,0.8221822354218593,15.9129,79.74
Arunachal Pradesh,India,2020-10-18,04:24:25,13348,30,10315,3003,849.9431376069911,0.22475277195085405,27.768456,96.384277
Assam,India,2020-10-18,04:24:25,200391,865,171084,28442,562.7847909510251,0.4316561123004526,26.357149,92.830441
Bihar,India,2020-10-18,04:24:25,203457,990,191619,10848,163.02653897406958,0.48658930388239285,25.679658,85.60484
Chandigarh,India,2020-10-18,04:24:25,13582,207,12460,915,1172.4053991763296,1.5240759829185686,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-18,04:24:25,158502,1439,129883,27180,538.4588808261492,0.9078749794955269,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-18,04:24:25,3180,2,3119,59,516.4651694590433,0.06289308176100629,20.194742,73.080901
Delhi,India,2020-10-18,04:24:25,327718,5981,298853,22884,1751.479697259173,1.8250447030678816,28.646519,77.10898
Goa,India,2020-10-18,04:24:25,40400,538,36035,3827,2546.8873128447594,1.3316831683168318,15.359682,74.057396
Gujarat,India,2020-10-18,04:24:25,158473,3626,140282,14565,248.1087331634436,2.288086929634701,22.694884,71.590923
Haryana,India,2020-10-18,04:24:25,149081,1640,137176,10265,528.5680836365807,1.1000731146155445,29.20004,76.332824
Himachal Pradesh,India,2020-10-18,04:24:25,18797,265,15852,2680,252.24253232876472,1.4097994360802255,31.927213,77.233081
Jammu and Kashmir,India,2020-10-18,04:24:25,87364,1372,77288,8704,642.0839727420787,1.5704409138775697,33.75943,76.612638
Jharkhand,India,2020-10-18,04:24:25,95967,832,88559,6576,248.65815749142843,0.8669646857774026,23.654536,85.557631
Karnataka,India,2020-10-18,04:24:25,758574,10427,637481,110666,1122.770637034768,1.3745527792937802,14.70518,76.166436
Kerala,India,2020-10-18,04:24:25,334228,1139,236989,96100,936.227492400932,0.34078533216845985,10.450898,76.405749
Ladakh,India,2020-10-18,04:24:25,5534,66,4535,933,2017.5799977396105,1.1926273942898447,34.1526,77.5771
Lakshadweep,India,2020-10-18,04:24:25,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-18,04:24:25,159158,2753,142707,13698,186.45727487440837,1.7297276919790396,23.541513,78.289633
Maharashtra,India,2020-10-18,04:24:25,1586321,41965,1358606,185750,1288.1814196026069,2.6454292668381747,19.449759,76.108221
Manipur,India,2020-10-18,04:24:25,15141,111,11443,3587,489.75512243878063,0.7331087774915792,24.738975,93.882541
Meghalaya,India,2020-10-18,04:24:25,8404,75,6034,2295,249.62054943847255,0.8924321751546882,25.536934,91.278882
Mizoram,India,2020-10-18,04:24:25,2253,0,2145,108,181.8043904186746,0.0,23.309381,92.83822
Nagaland,India,2020-10-18,04:24:25,7698,27,6141,1530,342.17971769506534,0.35074045206547155,26.06702,94.470302
Odisha,India,2020-10-18,04:24:25,266345,1121,244227,20997,574.5601021858199,0.4208826897445043,20.505428,84.418059
Puducherry,India,2020-10-18,04:24:25,32978,574,27984,4420,2333.0046082818903,1.7405543089332283,11.882658,78.86498
Punjab,India,2020-10-18,04:24:25,127154,3999,116925,6230,421.8586857340573,3.145005269201126,30.841465000000003,75.40879
Rajasthan,India,2020-10-18,04:24:25,171281,1735,148291,21255,211.3727214457859,1.0129553190371379,26.583423,73.847973
Sikkim,India,2020-10-18,04:24:25,3567,59,3233,275,516.7685378217489,1.6540510232688534,27.571671,88.472712
Tamil Nadu,India,2020-10-18,04:24:25,683486,10586,632708,40192,878.0509700593645,1.5488247016032515,11.006091,78.400624
Telangana,India,2020-10-18,04:24:25,222111,1271,198790,22050,564.2672363290231,0.5722364043203624,18.1124,79.0193
Tripura,India,2020-10-18,04:24:25,29468,329,26222,2917,706.7015780635686,1.1164653183113886,23.746783,91.743565
Uttar Pradesh,India,2020-10-18,04:24:25,452660,6629,411611,34420,190.28704165046037,1.4644545575045287,26.925425,80.560982
Uttarakhand,India,2020-10-18,04:24:25,57648,924,51186,5538,512.3875885732448,1.6028309741881765,30.156447,79.197608
West Bengal,India,2020-10-18,04:24:25,317053,5992,277940,33121,318.29657517029307,1.8899048424080516,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-19,04:24:16,4108,56,3868,184,985.0468544681994,1.3631937682570594,11.225999,92.968178
Andhra Pradesh,India,2020-10-19,04:24:16,783132,6429,740229,36474,1452.843608564678,0.8209344018632874,15.9129,79.74
Arunachal Pradesh,India,2020-10-19,04:24:16,13406,30,10552,2824,853.6363277464282,0.22378039683723705,27.768456,96.384277
Assam,India,2020-10-19,04:24:16,200709,868,171683,28158,563.677872793635,0.4324669048224046,26.357149,92.830441
Bihar,India,2020-10-19,04:24:16,204363,996,192783,10584,163.75250094298934,0.48736806564789126,25.679658,85.60484
Chandigarh,India,2020-10-19,04:24:16,13646,208,12554,884,1177.9299129112203,1.5242561922907811,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-19,04:24:16,160396,1478,132168,26750,544.8931284715085,0.9214693633257687,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-19,04:24:16,3183,2,3127,54,516.9524007509858,0.06283380458686773,20.194742,73.080901
Delhi,India,2020-10-19,04:24:16,331017,6009,301716,23292,1769.1111106122935,1.8153146213034377,28.646519,77.10898
Goa,India,2020-10-19,04:24:16,40587,544,36395,3648,2558.676122931442,1.3403306477443517,15.359682,74.057396
Gujarat,India,2020-10-19,04:24:16,159564,3635,141515,14414,249.8168262006254,2.2780827755634103,22.694884,71.590923
Haryana,India,2020-10-19,04:24:16,150033,1640,138351,10042,531.9434085647878,1.093092852905694,29.20004,76.332824
Himachal Pradesh,India,2020-10-19,04:24:16,18967,268,16069,2630,254.52381287863383,1.4129804397110772,31.927213,77.233081
Jammu and Kashmir,India,2020-10-19,04:24:16,87942,1379,77886,8677,646.3319986594465,1.5680789611334742,33.75943,76.612638
Jharkhand,India,2020-10-19,04:24:16,96352,839,89011,6502,249.6557232237552,0.8707655264031883,23.654536,85.557631
Karnataka,India,2020-10-19,04:24:16,765586,10478,645825,109283,1133.1491468530426,1.368624818113184,14.70518,76.166436
Kerala,India,2020-10-19,04:24:16,341859,1161,245399,95299,957.6031760495534,0.3396137003852466,10.450898,76.405749
Ladakh,India,2020-10-19,04:24:16,5598,66,4615,917,2040.913051562403,1.1789924973204715,34.1526,77.5771
Lakshadweep,India,2020-10-19,04:24:16,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-19,04:24:16,160188,2773,144134,13281,187.66394367598065,1.7310909681124678,23.541513,78.289633
Maharashtra,India,2020-10-19,04:24:16,1595381,42115,1369810,183456,1295.5386465835268,2.639808296576178,19.449759,76.108221
Manipur,India,2020-10-19,04:24:16,15463,116,11741,3606,500.1706266607797,0.7501778438854039,24.738975,93.882541
Meghalaya,India,2020-10-19,04:24:16,8508,75,6282,2151,252.70961858906767,0.8815232722143864,25.536934,91.278882
Mizoram,India,2020-10-19,04:24:16,2253,0,2148,105,181.8043904186746,0.0,23.309381,92.83822
Nagaland,India,2020-10-19,04:24:16,7816,27,6206,1583,347.4248731494713,0.34544524053224157,26.06702,94.470302
Odisha,India,2020-10-19,04:24:16,268364,1135,246837,20392,578.9154940509317,0.4229330312560552,20.505428,84.418059
Puducherry,India,2020-10-19,04:24:16,33141,574,28290,4277,2344.5359246488606,1.7319936030898284,11.882658,78.86498
Punjab,India,2020-10-19,04:24:16,127630,4012,117883,5735,423.4379104097216,3.143461568596725,30.841465000000003,75.40879
Rajasthan,India,2020-10-19,04:24:16,173266,1748,150379,21139,213.8223501382263,1.0088534392206203,26.583423,73.847973
Sikkim,India,2020-10-19,04:24:16,3597,60,3265,272,521.114782883328,1.6680567139282736,27.571671,88.472712
Tamil Nadu,India,2020-10-19,04:24:16,687400,10642,637637,39121,883.0791513195694,1.548152458539424,11.006091,78.400624
Telangana,India,2020-10-19,04:24:16,223059,1275,200686,21098,566.6756057480969,0.5715976490524929,18.1124,79.0193
Tripura,India,2020-10-19,04:24:16,29553,331,26550,2672,708.740048069521,1.1200216560078502,23.746783,91.743565
Uttar Pradesh,India,2020-10-19,04:24:16,455146,6658,415592,32896,191.33209441753283,1.4628273125546527,26.925425,80.560982
Uttarakhand,India,2020-10-19,04:24:16,58024,927,51369,5728,515.7295559147578,1.5976147800909968,30.156447,79.197608
West Bengal,India,2020-10-19,04:24:16,321036,6056,281053,33927,322.29519766843464,1.8863928032993185,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-20,04:24:22,4126,56,3892,178,989.3630286114388,1.3572467280659235,11.225999,92.968178
Andhra Pradesh,India,2020-10-20,04:24:22,786050,6453,744532,35065,1458.256996920398,0.8209401437567585,15.9129,79.74
Arunachal Pradesh,India,2020-10-20,04:24:22,13643,30,10780,2833,868.7274667644725,0.2198929854137653,27.768456,96.384277
Assam,India,2020-10-20,04:24:22,201407,875,173213,27319,565.6381593538289,0.43444368865034483,26.357149,92.830441
Bihar,India,2020-10-20,04:24:22,205945,1003,194005,10937,165.0201298997565,0.487023234358688,25.679658,85.60484
Chandigarh,India,2020-10-20,04:24:22,13686,208,12617,861,1181.382733995527,1.5198012567587316,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-20,04:24:22,162772,1534,135259,25979,552.9648140076085,0.9424225296734082,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-20,04:24:22,3185,2,3140,43,517.2772216122809,0.06279434850863422,20.194742,73.080901
Delhi,India,2020-10-20,04:24:22,333171,6040,304561,22570,1780.6231034472808,1.8128828739596183,28.646519,77.10898
Goa,India,2020-10-20,04:24:22,40746,549,36914,3283,2568.699763593381,1.3473715211309085,15.359682,74.057396
Gujarat,India,2020-10-20,04:24:22,160560,3643,142662,14255,251.37618519698935,2.2689337319382163,22.694884,71.590923
Haryana,India,2020-10-20,04:24:22,151234,1648,139511,10075,536.2015653282085,1.0897020511260695,29.20004,76.332824
Himachal Pradesh,India,2020-10-20,04:24:22,19135,272,16270,2593,256.77825483379866,1.4214789652469297,31.927213,77.233081
