State,Country,Date,Time,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Lat,Long
Jammu and Kashmir,India,2020-10-20,04:24:22,88369,1388,78667,8314,649.4702461797165,1.5706865529767227,33.75943,76.612638
Jharkhand,India,2020-10-20,04:24:22,96842,842,89780,6220,250.9253523376256,0.8694574668015943,23.654536,85.557631
Karnataka,India,2020-10-20,04:24:22,770604,10542,653829,106233,1140.5763234457552,1.3680178145973807,14.70518,76.166436
Kerala,India,2020-10-20,04:24:22,346881,1182,252868,92831,971.670622423997,0.34075086268778054,10.450898,76.405749
Ladakh,India,2020-10-20,04:24:22,5647,66,4701,880,2058.777420895479,1.1687621746059855,34.1526,77.5771
Lakshadweep,India,2020-10-20,04:24:22,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-20,04:24:22,161203,2786,145421,12996,188.85303963092804,1.7282556776238656,23.541513,78.289633
Maharashtra,India,2020-10-20,04:24:22,1601365,42240,1384879,174246,1300.3979894371496,2.637749669812941,19.449759,76.108221
Manipur,India,2020-10-20,04:24:22,15778,117,11913,3748,510.3597068779526,0.741538851565471,24.738975,93.882541
Meghalaya,India,2020-10-20,04:24:22,8536,75,6392,2069,253.54129105268944,0.8786316776007498,25.536934,91.278882
Mizoram,India,2020-10-20,04:24:22,2280,0,2151,129,183.98313810678124,0.0,23.309381,92.83822
Nagaland,India,2020-10-20,04:24:22,7953,27,6273,1653,353.5145875329767,0.33949453036589966,26.06702,94.470302
Odisha,India,2020-10-20,04:24:22,270346,1152,249575,19619,583.1910694232206,0.4261206010075977,20.505428,84.418059
Puducherry,India,2020-10-20,04:24:22,33247,575,28520,4152,2352.034817501001,1.7294793515204379,11.882658,78.86498
Punjab,India,2020-10-20,04:24:22,128103,4029,118767,5307,425.0071819886904,3.145125406899136,30.841465000000003,75.40879
Rajasthan,India,2020-10-20,04:24:22,175226,1760,152573,20893,216.24112708391056,1.0044171527056487,26.583423,73.847973
Sikkim,India,2020-10-20,04:24:22,3601,62,3276,263,521.6942822248718,1.721743960011108,27.571671,88.472712
Tamil Nadu,India,2020-10-20,04:24:22,690936,10691,642152,38093,887.6217289731422,1.547321314854053,11.006091,78.400624
Telangana,India,2020-10-20,04:24:22,224545,1282,202577,20686,570.450750217236,0.5709323298225301,18.1124,79.0193
Tripura,India,2020-10-20,04:24:22,29688,331,26748,2609,711.9776180789746,1.1149285906763675,23.746783,91.743565
Uttar Pradesh,India,2020-10-20,04:24:22,456865,6685,418685,31495,192.0547194000741,1.4632331213815897,26.925425,80.560982
Uttarakhand,India,2020-10-20,04:24:22,58360,933,51900,5527,518.7159948156843,1.5986977381768335,30.156447,79.197608
West Bengal,India,2020-10-20,04:24:22,325028,6119,284325,34584,326.3028554672248,1.8826070369322028,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-21,04:24:14,4141,56,3902,183,992.9598403974716,1.3523303549867183,11.225999,92.968178
Andhra Pradesh,India,2020-10-21,04:24:14,789553,6481,749676,33396,1464.7556601863637,0.8208441991861217,15.9129,79.74
Arunachal Pradesh,India,2020-10-21,04:24:14,13778,31,11035,2712,877.3236851924726,0.22499637102627376,27.768456,96.384277
Assam,India,2020-10-21,04:24:14,202073,884,174414,26775,567.5085760430684,0.4374656683475774,26.357149,92.830441
Bihar,India,2020-10-21,04:24:14,207405,1011,195046,11348,166.1900023883027,0.48745208649743255,25.679658,85.60484
Chandigarh,India,2020-10-21,04:24:14,13743,209,12724,810,1186.3030040406638,1.5207742123262753,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-21,04:24:14,165279,1584,137986,25709,561.4815293438892,0.958379467445955,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-21,04:24:14,3194,2,3153,39,518.7389154881083,0.06261740763932373,20.194742,73.080901
Delhi,India,2020-10-21,04:24:14,336750,6081,306747,23922,1799.7509689795083,1.8057906458797328,28.646519,77.10898
Goa,India,2020-10-21,04:24:14,41031,555,37275,3201,2586.6666666666665,1.3526358119470645,15.359682,74.057396
Gujarat,India,2020-10-21,04:24:14,161686,3651,143790,14245,253.1390749860515,2.2580804769738876,22.694884,71.590923
Haryana,India,2020-10-21,04:24:14,152174,1660,140436,10078,539.534344143875,1.0908565195105602,29.20004,76.332824
Himachal Pradesh,India,2020-10-21,04:24:14,19357,274,16487,2596,259.7573388459807,1.4155086015394946,31.927213,77.233081
Jammu and Kashmir,India,2020-10-21,04:24:14,88958,1397,79437,8124,653.7991168809789,1.5704040108815396,33.75943,76.612638
Jharkhand,India,2020-10-21,04:24:14,97414,849,90385,6180,252.40744999708244,0.8715379719547498,23.654536,85.557631
Karnataka,India,2020-10-21,04:24:14,776901,10608,662329,103964,1149.896556806519,1.3654249383126036,14.70518,76.166436
Kerala,India,2020-10-21,04:24:14,353472,1206,260243,92023,990.1330953538968,0.3411868549701249,10.450898,76.405749
Ladakh,India,2020-10-21,04:24:14,5695,67,4787,841,2076.277211262573,1.1764705882352942,34.1526,77.5771
Lakshadweep,India,2020-10-21,04:24:14,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-21,04:24:14,162178,2811,146860,12507,189.99527466154257,1.7332807162500463,23.541513,78.289633
Maharashtra,India,2020-10-21,04:24:14,1609516,42453,1392308,174755,1307.0170575521029,2.637625223980377,19.449759,76.108221
Manipur,India,2020-10-21,04:24:14,16062,121,12059,3882,519.5460522166102,0.7533308429834392,24.738975,93.882541
Meghalaya,India,2020-10-21,04:24:14,8593,76,6497,2020,255.23433856791945,0.8844408239264517,25.536934,91.278882
Mizoram,India,2020-10-21,04:24:14,2310,0,2165,145,186.40396887134412,0.0,23.309381,92.83822
Nagaland,India,2020-10-21,04:24:14,8020,28,6334,1658,356.49276901980045,0.3491271820448878,26.06702,94.470302
Odisha,India,2020-10-21,04:24:14,272250,1168,252197,18885,587.2983829998291,0.4290174471992654,20.505428,84.418059
Puducherry,India,2020-10-21,04:24:14,33452,577,28774,4101,2366.5373932999514,1.7248595001793614,11.882658,78.86498
Punjab,India,2020-10-21,04:24:14,128590,4037,119658,4895,426.6229013522377,3.1394354148845167,30.841465000000003,75.40879
Rajasthan,India,2020-10-21,04:24:14,177123,1774,155095,20254,218.5821576277692,1.0015638849838813,26.583423,73.847973
Sikkim,India,2020-10-21,04:24:14,3643,63,3326,254,527.7790253110825,1.7293439472961845,27.571671,88.472712
Tamil Nadu,India,2020-10-21,04:24:14,694030,10741,646555,36734,891.5964844200184,1.5476276241661022,11.006091,78.400624
Telangana,India,2020-10-21,04:24:14,226124,1287,204388,20449,574.4621587749549,0.5691567458562559,18.1124,79.0193
Tripura,India,2020-10-21,04:24:14,29800,332,27013,2455,714.6636020868177,1.1140939597315436,23.746783,91.743565
Uttar Pradesh,India,2020-10-21,04:24:14,459154,6714,422024,30416,193.01695825117187,1.4622544941348654,26.925425,80.560982
Uttarakhand,India,2020-10-21,04:24:14,58601,946,52291,5364,520.8580536702178,1.6143069230900498,30.156447,79.197608
West Bengal,India,2020-10-21,04:24:14,329057,6180,287707,35170,330.3476583909035,1.8780940688087475,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-22,04:24:27,4168,56,3913,199,999.4341016123308,1.3435700575815739,11.225999,92.968178
Andhra Pradesh,India,2020-10-22,04:24:27,793299,6508,754415,32376,1471.7051299535078,0.8203716379322299,15.9129,79.74
Arunachal Pradesh,India,2020-10-22,04:24:27,13912,31,11199,2682,885.8562279284132,0.2228292121909143,27.768456,96.384277
Assam,India,2020-10-22,04:24:27,202774,889,176078,25807,569.4772879036642,0.43841912671249766,26.357149,92.830441
Bihar,India,2020-10-22,04:24:27,208377,1019,196240,11118,166.96884900396495,0.48901750193159516,25.679658,85.60484
Chandigarh,India,2020-10-22,04:24:27,13795,209,12842,744,1190.7916714502626,1.5150416817687569,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-22,04:24:27,167639,1628,140216,25795,569.4988600952344,0.9711344018993193,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-22,04:24:27,3207,2,3161,44,520.8502510865258,0.06236357966947303,20.194742,73.080901
Delhi,India,2020-10-22,04:24:27,340436,6128,310191,24117,1819.4506930230373,1.8000446486270547,28.646519,77.10898
Goa,India,2020-10-22,04:24:27,41339,557,37683,3099,2606.0835303388494,1.3473959215268874,15.359682,74.057396
Gujarat,India,2020-10-22,04:24:27,162823,3660,144970,14193,254.9191866114188,2.2478396786694756,22.694884,71.590923
Haryana,India,2020-10-22,04:24:27,153367,1674,141506,10187,543.764136832269,1.0914994751152465,29.20004,76.332824
Himachal Pradesh,India,2020-10-22,04:24:27,19621,279,16706,2636,263.3000333469539,1.4219458743183324,31.927213,77.233081
Jammu and Kashmir,India,2020-10-22,04:24:27,89582,1402,80092,8088,658.385220985542,1.5650465495300394,33.75943,76.612638
Jharkhand,India,2020-10-22,04:24:27,98061,851,91004,6206,254.0838786433562,0.867827168803092,23.654536,85.557631
Karnataka,India,2020-10-22,04:24:27,782773,10696,671618,100459,1158.5877447205105,1.3664242379336027,14.70518,76.166436
Kerala,India,2020-10-22,04:24:27,361841,1232,267082,93527,1013.5760381471498,0.34048104001481316,10.450898,76.405749
Ladakh,India,2020-10-22,04:24:27,5781,68,4865,848,2107.631002336951,1.1762670818197545,34.1526,77.5771
Lakshadweep,India,2020-10-22,04:24:27,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-22,04:24:27,163296,2828,148082,12386,191.3050374966473,1.7318244170096022,23.541513,78.289633
Maharashtra,India,2020-10-22,04:24:27,1617658,42633,1415679,159346,1313.6288171634328,2.6354767200483664,19.449759,76.108221
Manipur,India,2020-10-22,04:24:27,16267,124,12297,3846,526.1770409293734,0.762279461486445,24.738975,93.882541
Meghalaya,India,2020-10-22,04:24:27,8621,77,6674,1870,256.0660110315412,0.8931678459575455,25.536934,91.278882
Mizoram,India,2020-10-22,04:24:27,2341,0,2174,167,188.90549399472584,0.0,23.309381,92.83822
Nagaland,India,2020-10-22,04:24:27,8139,28,6428,1683,361.7823749441591,0.3440226071999017,26.06702,94.470302
Odisha,India,2020-10-22,04:24:27,274181,1181,254913,18087,591.4639410441731,0.4307373596273994,20.505428,84.418059
Puducherry,India,2020-10-22,04:24:27,33622,580,29016,4026,2378.563919572252,1.7250609719826304,11.882658,78.86498
Punjab,India,2020-10-22,04:24:27,129088,4060,120220,4808,428.2751154036679,3.14514129895885,30.841465000000003,75.40879
Rajasthan,India,2020-10-22,04:24:27,178933,1788,157960,19185,220.8158240929164,0.999256705023668,26.583423,73.847973
Sikkim,India,2020-10-22,04:24:27,3677,63,3361,253,532.7047697142054,1.7133532771280935,27.571671,88.472712
Tamil Nadu,India,2020-10-22,04:24:27,697116,10780,650856,35480,895.5609625418867,1.5463710487207294,11.006091,78.400624
Telangana,India,2020-10-22,04:24:27,227580,1292,206105,20183,578.1610890219713,0.5677124527638633,18.1124,79.0193
Tripura,India,2020-10-22,04:24:27,29925,334,27252,2339,717.6613520955711,1.1161236424394319,23.746783,91.743565
Uttar Pradesh,India,2020-10-22,04:24:27,461475,6755,425356,29364,193.9926491089254,1.4637846037163442,26.925425,80.560982
Uttarakhand,India,2020-10-22,04:24:27,59106,960,53061,5085,525.3466002326222,1.6242005887727133,30.156447,79.197608
West Bengal,India,2020-10-22,04:24:27,333126,6244,291303,35579,334.43261820635365,1.8743658555621596,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-23,04:24:46,4184,57,3937,190,1003.270700850766,1.3623326959847035,11.225999,92.968178
Andhra Pradesh,India,2020-10-23,04:24:46,796919,6524,758138,32257,1478.4208482015224,0.8186528367374852,15.9129,79.74
Arunachal Pradesh,India,2020-10-23,04:24:46,14077,32,11407,2638,896.362717118191,0.22732116217944165,27.768456,96.384277
Assam,India,2020-10-23,04:24:46,203282,896,177662,24724,570.903972105066,0.4407670133115573,26.357149,92.830441
Bihar,India,2020-10-23,04:24:46,209447,1026,197208,11213,167.82622130721455,0.4898613969166424,25.679658,85.60484
Chandigarh,India,2020-10-23,04:24:46,13848,212,12924,712,1195.3666593869689,1.5309069901790873,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-23,04:24:46,170130,1680,143212,25238,577.9612206467601,0.9874801622288838,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-23,04:24:46,3213,2,3164,47,521.8247136704108,0.06224712107065048,20.194742,73.080901
Delhi,India,2020-10-23,04:24:46,344318,6163,312918,25237,1840.1979335919416,1.789915136588851,28.646519,77.10898
Goa,India,2020-10-23,04:24:46,41586,564,38031,2991,2621.6548463356976,1.3562256528639447,15.359682,74.057396
Gujarat,India,2020-10-23,04:24:46,163959,3667,146171,14121,256.69773261530383,2.236534743441958,22.694884,71.590923
Haryana,India,2020-10-23,04:24:46,154495,1688,142798,10009,547.7634714110687,1.0925919932683905,29.20004,76.332824
Himachal Pradesh,India,2020-10-23,04:24:46,19844,284,16937,2623,266.2925366564881,1.4311630719612982,31.927213,77.233081
Jammu and Kashmir,India,2020-10-23,04:24:46,90166,1412,80802,7952,662.6773440577614,1.5660004879888205,33.75943,76.612638
Jharkhand,India,2020-10-23,04:24:46,98610,859,91629,6122,255.50638146685588,0.8711084068552886,23.654536,85.557631
Karnataka,India,2020-10-23,04:24:46,788551,10770,684835,92946,1167.1398025827452,1.3657962516057933,14.70518,76.166436
Kerala,India,2020-10-23,04:24:46,369323,1255,274675,93393,1034.5343483370316,0.3398109513894342,10.450898,76.405749
Ladakh,India,2020-10-23,04:24:46,5812,68,4902,842,2118.9329502823666,1.169993117687543,34.1526,77.5771
Lakshadweep,India,2020-10-23,04:24:46,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-23,04:24:46,164341,2842,149353,12146,192.5292791448444,1.7293310859736766,23.541513,78.289633
Maharashtra,India,2020-10-23,04:24:46,1625197,42831,1431856,150510,1319.750907031993,2.6354343504202875,19.449759,76.108221
Manipur,India,2020-10-23,04:24:46,16621,127,12393,4101,537.6276263162916,0.7640936165092354,24.738975,93.882541
Meghalaya,India,2020-10-23,04:24:46,8720,78,6981,1661,259.0065672422038,0.8944954128440367,25.536934,91.278882
Mizoram,India,2020-10-23,04:24:46,2359,0,2175,184,190.3579924534636,0.0,23.309381,92.83822
Nagaland,India,2020-10-23,04:24:46,8296,28,6469,1799,368.7610987267163,0.33751205400192863,26.06702,94.470302
Odisha,India,2020-10-23,04:24:46,276094,1196,257041,17857,595.5906694433602,0.4331857990394576,20.505428,84.418059
Puducherry,India,2020-10-23,04:24:46,33832,582,29211,4039,2393.4202167321523,1.7202648380231733,11.882658,78.86498
Punjab,India,2020-10-23,04:24:46,129693,4072,121155,4466,430.28232323723273,3.1397222672002343,30.841465000000003,75.40879
Rajasthan,India,2020-10-23,04:24:46,180755,1800,160614,18341,223.06429939650653,0.9958230754335979,26.583423,73.847973
Sikkim,India,2020-10-23,04:24:46,3727,63,3410,254,539.9485114835038,1.6903675878722833,27.571671,88.472712
Tamil Nadu,India,2020-10-23,04:24:46,700193,10825,655170,34198,899.5138786731208,1.5460023165041639,11.006091,78.400624
Telangana,India,2020-10-23,04:24:46,229001,1298,207326,20377,581.7711026765114,0.5668097519224807,18.1124,79.0193
Tripura,India,2020-10-23,04:24:46,30070,339,27502,2229,721.1387421057251,1.1273694712337878,23.746783,91.743565
Uttar Pradesh,India,2020-10-23,04:24:46,463858,6790,427937,29131,194.99440322957457,1.4638100453155922,26.925425,80.560982
Uttarakhand,India,2020-10-23,04:24:46,59508,968,53643,4897,528.9196610605164,1.6266720440949116,30.156447,79.197608
West Bengal,India,2020-10-23,04:24:46,337283,6308,294911,36064,338.605923183701,1.8702395317878457,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-24,04:24:46,4207,58,3945,204,1008.7858122560162,1.3786546232469694,11.225999,92.968178
Andhra Pradesh,India,2020-10-24,04:24:46,800684,6544,762419,31721,1485.4055662136147,0.8173012074676151,15.9129,79.74
Arunachal Pradesh,India,2020-10-24,04:24:46,14145,33,11613,2499,900.6926641782206,0.23329798515376457,27.768456,96.384277
Assam,India,2020-10-24,04:24:46,203709,900,179846,22963,572.1031731956145,0.4418066948441159,26.357149,92.830441
Bihar,India,2020-10-24,04:24:46,210196,1034,198532,10630,168.42638191948927,0.49192182534396467,25.679658,85.60484
Chandigarh,India,2020-10-24,04:24:46,13920,214,13009,697,1201.5817373387208,1.5373563218390804,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-24,04:24:46,172580,1738,146222,24620,586.2842970623515,1.0070691853053657,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-24,04:24:46,3220,2,3167,51,522.9615866849432,0.062111801242236024,20.194742,73.080901
Delhi,India,2020-10-24,04:24:46,348404,6189,316214,26001,1862.0354464627665,1.7763860346035063,28.646519,77.10898
Goa,India,2020-10-24,04:24:46,41813,568,38421,2824,2635.965327029157,1.3584291966613253,15.359682,74.057396
Gujarat,India,2020-10-24,04:24:46,165071,3673,147435,13963,258.43870370361384,2.22510313743783,22.694884,71.590923
Haryana,India,2020-10-24,04:24:46,155765,1705,143978,10082,552.266268321597,1.094597631046769,29.20004,76.332824
Himachal Pradesh,India,2020-10-24,04:24:46,20040,285,17135,2620,268.9227189375137,1.4221556886227544,31.927213,77.233081
Jammu and Kashmir,India,2020-10-24,04:24:46,90752,1424,81486,7842,666.984166181598,1.5691114245416078,33.75943,76.612638
Jharkhand,India,2020-10-24,04:24:46,99045,862,92128,6055,256.6335011903939,0.8703114745822605,23.654536,85.557631
Karnataka,India,2020-10-24,04:24:46,793907,10821,693584,89502,1175.0672553190084,1.3630059944048862,14.70518,76.166436
Kerala,India,2020-10-24,04:24:46,377834,1281,280793,95760,1058.3750564399563,0.3390377784953181,10.450898,76.405749
Ladakh,India,2020-10-24,04:24:46,5840,68,4984,788,2129.1411613298383,1.1643835616438356,34.1526,77.5771
Lakshadweep,India,2020-10-24,04:24:46,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-24,04:24:46,165294,2855,150678,11761,193.6457406670758,1.7272254286301982,23.541513,78.289633
Maharashtra,India,2020-10-24,04:24:46,1632544,43015,1445103,144426,1325.7170821565865,2.6348447576298097,19.449759,76.108221
Manipur,India,2020-10-24,04:24:46,16777,132,12562,4083,542.6736469952726,0.7867914406628121,24.738975,93.882541
Meghalaya,India,2020-10-24,04:24:46,8801,79,7091,1631,261.4124768691096,0.8976252698556982,25.536934,91.278882
Mizoram,India,2020-10-24,04:24:46,2387,0,2189,198,192.61743450038892,0.0,23.309381,92.83822
Nagaland,India,2020-10-24,04:24:46,8436,28,6570,1838,374.9841645200794,0.3319108582266477,26.06702,94.470302
Odisha,India,2020-10-24,04:24:46,277887,1214,259418,17255,599.4585335415005,0.4368682234145534,20.505428,84.418059
Puducherry,India,2020-10-24,04:24:46,33986,584,29427,3975,2404.3148346494127,1.7183546166068382,11.882658,78.86498
Punjab,India,2020-10-24,04:24:46,130157,4095,121735,4327,431.8217355261156,3.1462003580291493,30.841465000000003,75.40879
Rajasthan,India,2020-10-24,04:24:46,182570,1814,162981,17775,225.30413621100493,0.9935914991510105,26.583423,73.847973
